,year,dew
0,1980,8.895415907710989
1,1981,9.452359208523593
2,1982,8.624505327245053
3,1983,10.338203957382039
4,1984,9.717820279295688
5,1985,9.343835616438357
6,1986,10.117351598173517
7,1987,9.498477929984778
8,1988,9.485579842137218
9,1989,9.187823439878235
10,1990,8.959512937595129
11,1991,8.92054794520548
12,1992,10.391013964784458
13,1993,9.566057838660578
14,1994,9.31689497716895
15,1995,10.637595129375951
16,1996,10.069216757741348
17,1997,10.016894977168949
18,1998,9.670471841704718
19,1999,8.584779299847792
20,2000,9.500910746812387
21,2001,9.481735159817353
22,2002,9.10958904109589
23,2003,9.55814307458143
24,2004,9.694140862173649
25,2005,9.878538812785388
26,2006,8.786301369863013
27,2007,8.126179604261797
28,2008,8.12704918032787
29,2009,8.67123287671233
30,2010,9.013089802130898
31,2011,8.132420091324201
32,2012,8.588494231936854
33,2013,8.633637747336378
34,2014,10.317808219178081
35,2015,9.697564687975648
36,2016,9.645415907710989
37,2017,9.221461187214611
38,2018,8.968340943683408
39,2019,9.035007610350076
40,2020,9.00197328476017
41,2021,8.86773211567732
42,2022,8.853424657534246
43,2023,9.22496194824962
