datetime,tempmax
2024-07-31 00:00:00+00:00,26.141143044599737
2024-08-31 00:00:00+00:00,33.045089798640966
2024-09-30 00:00:00+00:00,29.685267993679012
2024-10-31 00:00:00+00:00,26.83117683254443
2024-11-30 00:00:00+00:00,20.14077756341488
2024-12-31 00:00:00+00:00,18.725919215380856
2025-01-31 00:00:00+00:00,14.563311508323768
2025-02-28 00:00:00+00:00,4.82670108771813
2025-03-31 00:00:00+00:00,18.01772469250035
2025-04-30 00:00:00+00:00,22.60702068354391
2025-05-31 00:00:00+00:00,29.642234838940176
2025-06-30 00:00:00+00:00,35.58999548854027
2025-07-31 00:00:00+00:00,41.30023158675595
2025-08-31 00:00:00+00:00,37.25456771941239
2025-09-30 00:00:00+00:00,33.04559788222789
2025-10-31 00:00:00+00:00,28.879017678496663
2025-11-30 00:00:00+00:00,19.816558489272328
2025-12-31 00:00:00+00:00,18.27833861436136
2026-01-31 00:00:00+00:00,18.007208690731396
2026-02-28 00:00:00+00:00,13.608665392251517
2026-03-31 00:00:00+00:00,20.223378763547885
2026-04-30 00:00:00+00:00,23.199644652257803
2026-05-31 00:00:00+00:00,25.509944400610102
2026-06-30 00:00:00+00:00,34.772818391731434
2026-07-31 00:00:00+00:00,36.461135111595446
2026-08-31 00:00:00+00:00,36.06966082784743
2026-09-30 00:00:00+00:00,38.53058381334771
2026-10-31 00:00:00+00:00,29.45674108663116
2026-11-30 00:00:00+00:00,21.935263859850515
2026-12-31 00:00:00+00:00,16.351788654982993
2027-01-31 00:00:00+00:00,12.986430307248147
2027-02-28 00:00:00+00:00,7.061568194073012
2027-03-31 00:00:00+00:00,20.84088088811528
2027-04-30 00:00:00+00:00,27.01430081989907
2027-05-31 00:00:00+00:00,31.192681279381915
2027-06-30 00:00:00+00:00,38.64693527181035
2027-07-31 00:00:00+00:00,36.30492597249116
2027-08-31 00:00:00+00:00,37.80207085156693
2027-09-30 00:00:00+00:00,35.541353442903336
2027-10-31 00:00:00+00:00,29.629975845422656
2027-11-30 00:00:00+00:00,23.541380075815457
2027-12-31 00:00:00+00:00,18.76122385304612
2028-01-31 00:00:00+00:00,12.611638689726616
2028-02-29 00:00:00+00:00,18.14281849054791
2028-03-31 00:00:00+00:00,21.933288546761677
2028-04-30 00:00:00+00:00,20.26948652510015
2028-05-31 00:00:00+00:00,25.79968138044285
2028-06-30 00:00:00+00:00,31.35959799937251
2028-07-31 00:00:00+00:00,36.32743894350445
2028-08-31 00:00:00+00:00,40.605722613816226
2028-09-30 00:00:00+00:00,34.82623308367788
2028-10-31 00:00:00+00:00,30.438358240375713
2028-11-30 00:00:00+00:00,21.0852926898549
2028-12-31 00:00:00+00:00,18.12456084362627
2029-01-31 00:00:00+00:00,7.134185667153517
2029-02-28 00:00:00+00:00,16.112983954774474
2029-03-31 00:00:00+00:00,17.849454250370716
2029-04-30 00:00:00+00:00,26.663881304800647
2029-05-31 00:00:00+00:00,28.364342613145897
2029-06-30 00:00:00+00:00,38.20279584705504
2029-07-31 00:00:00+00:00,40.98526352394481
2029-08-31 00:00:00+00:00,36.501174078314875
2029-09-30 00:00:00+00:00,34.22345130423794
2029-10-31 00:00:00+00:00,29.88928016411555
2029-11-30 00:00:00+00:00,24.493804078527408
2029-12-31 00:00:00+00:00,15.008786775079791
2030-01-31 00:00:00+00:00,5.108559784941557
2030-02-28 00:00:00+00:00,6.700002851514267
2030-03-31 00:00:00+00:00,11.447764595468367
2030-04-30 00:00:00+00:00,20.45857233714696
2030-05-31 00:00:00+00:00,28.43332260566084
2030-06-30 00:00:00+00:00,32.4309949296718
2030-07-31 00:00:00+00:00,38.36097336989619
2030-08-31 00:00:00+00:00,42.43704414542463
2030-09-30 00:00:00+00:00,34.242453172310306
2030-10-31 00:00:00+00:00,25.80444893668973
2030-11-30 00:00:00+00:00,19.365019027116055
2030-12-31 00:00:00+00:00,15.654532738987594
2031-01-31 00:00:00+00:00,16.007314202596298
2031-02-28 00:00:00+00:00,16.76723762238555
2031-03-31 00:00:00+00:00,19.020059650730023
2031-04-30 00:00:00+00:00,27.390891129536183
2031-05-31 00:00:00+00:00,27.434391075904305
2031-06-30 00:00:00+00:00,34.68398069435523
2031-07-31 00:00:00+00:00,35.803962650642674
2031-08-31 00:00:00+00:00,34.77918811081969
2031-09-30 00:00:00+00:00,32.039639462140556
2031-10-31 00:00:00+00:00,24.212923419241136
2031-11-30 00:00:00+00:00,21.49447867500472
2031-12-31 00:00:00+00:00,19.23402168175141
2032-01-31 00:00:00+00:00,17.252045558945643
2032-02-29 00:00:00+00:00,10.092708285640864
2032-03-31 00:00:00+00:00,15.47329463250771
2032-04-30 00:00:00+00:00,26.237724172456357
2032-05-31 00:00:00+00:00,26.73077425306142
2032-06-30 00:00:00+00:00,35.17073142492796
2032-07-31 00:00:00+00:00,36.31785708050773
2032-08-31 00:00:00+00:00,36.181876484993815
2032-09-30 00:00:00+00:00,33.513886195619236
2032-10-31 00:00:00+00:00,26.88566223041865
2032-11-30 00:00:00+00:00,18.17533749567444
2032-12-31 00:00:00+00:00,16.952846064489076
2033-01-31 00:00:00+00:00,15.317889097318655
2033-02-28 00:00:00+00:00,11.80090148772704
2033-03-31 00:00:00+00:00,17.53933637060487
2033-04-30 00:00:00+00:00,19.927526315091384
2033-05-31 00:00:00+00:00,27.967565779794917
2033-06-30 00:00:00+00:00,33.13872105506046
2033-07-31 00:00:00+00:00,39.53028920865095
2033-08-31 00:00:00+00:00,34.346489366238586
2033-09-30 00:00:00+00:00,34.18908295911408
2033-10-31 00:00:00+00:00,32.91210017654592
2033-11-30 00:00:00+00:00,21.67349533352148
2033-12-31 00:00:00+00:00,16.79043536749299
2034-01-31 00:00:00+00:00,16.248539327767894
2034-02-28 00:00:00+00:00,19.613520997995117
2034-03-31 00:00:00+00:00,22.31098183340548
2034-04-30 00:00:00+00:00,22.31197468550808
2034-05-31 00:00:00+00:00,29.754086088334667
2034-06-30 00:00:00+00:00,38.47328808032881
2034-07-31 00:00:00+00:00,39.735202137355486
2034-08-31 00:00:00+00:00,38.601971224763666
2034-09-30 00:00:00+00:00,40.372527313370824
2034-10-31 00:00:00+00:00,31.431185778727425
2034-11-30 00:00:00+00:00,22.079092111866235
2034-12-31 00:00:00+00:00,17.794477035070294
2035-01-31 00:00:00+00:00,13.13279896919284
2035-02-28 00:00:00+00:00,16.429067130565244
2035-03-31 00:00:00+00:00,16.772131929154185
2035-04-30 00:00:00+00:00,21.201321352335967
2035-05-31 00:00:00+00:00,26.595158070252793
2035-06-30 00:00:00+00:00,28.523357906326208
2035-07-31 00:00:00+00:00,41.02463050248946
2035-08-31 00:00:00+00:00,36.6695700348465
2035-09-30 00:00:00+00:00,35.473423427380794
2035-10-31 00:00:00+00:00,28.70018612127384
2035-11-30 00:00:00+00:00,23.459100087850956
2035-12-31 00:00:00+00:00,15.03787112374004
2036-01-31 00:00:00+00:00,16.18328666854463
2036-02-29 00:00:00+00:00,9.016181704850638
2036-03-31 00:00:00+00:00,18.633503813859015
2036-04-30 00:00:00+00:00,25.256787948258875
2036-05-31 00:00:00+00:00,33.21390288675403
2036-06-30 00:00:00+00:00,36.55396926158001
2036-07-31 00:00:00+00:00,38.74745596795593
2036-08-31 00:00:00+00:00,39.70087057298686
2036-09-30 00:00:00+00:00,32.72954596257905
2036-10-31 00:00:00+00:00,28.68797214560558
2036-11-30 00:00:00+00:00,19.561793104438102
2036-12-31 00:00:00+00:00,19.268287026148016
2037-01-31 00:00:00+00:00,13.807909024311115
2037-02-28 00:00:00+00:00,15.788283624735357
2037-03-31 00:00:00+00:00,13.671762907877817
2037-04-30 00:00:00+00:00,28.68439675996222
2037-05-31 00:00:00+00:00,30.16355461523524
2037-06-30 00:00:00+00:00,33.48742404117725
2037-07-31 00:00:00+00:00,35.82832233497019
2037-08-31 00:00:00+00:00,41.43514884851622
2037-09-30 00:00:00+00:00,34.691619111572486
2037-10-31 00:00:00+00:00,30.08297272404339
2037-11-30 00:00:00+00:00,23.980433475102537
2037-12-31 00:00:00+00:00,19.791395839215873
2038-01-31 00:00:00+00:00,6.492886266508878
2038-02-28 00:00:00+00:00,16.979390528346002
2038-03-31 00:00:00+00:00,18.6307339206056
2038-04-30 00:00:00+00:00,25.216408681017523
2038-05-31 00:00:00+00:00,25.82815039337324
2038-06-30 00:00:00+00:00,32.54236512256754
2038-07-31 00:00:00+00:00,35.817561697204304
2038-08-31 00:00:00+00:00,37.07326026829328
2038-09-30 00:00:00+00:00,33.46899219537555
2038-10-31 00:00:00+00:00,30.309961109221923
2038-11-30 00:00:00+00:00,19.90899567817283
2038-12-31 00:00:00+00:00,17.30147054353992
2039-01-31 00:00:00+00:00,18.40489513359161
2039-02-28 00:00:00+00:00,13.941493012378023
2039-03-31 00:00:00+00:00,9.67357106909052
2039-04-30 00:00:00+00:00,23.798263633658696
2039-05-31 00:00:00+00:00,29.881265181985803
2039-06-30 00:00:00+00:00,34.591914147442196
